subject_type,subject_name,predicate,object_type,object_name,reason,evidence,confidence,source,subject_wikidata,object_wikidata
person,Yves Padrines,ceo_of,company,Nemetschek SE,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100287880,http://www.wikidata.org/entity/Q666476
person,Yves Padrines,ceo_of,company,Nemetschek SE,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100287880,http://www.wikidata.org/entity/Q666476
person,Julius Heinrich Zimmermann,founded,company,Zimmermann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100432,http://www.wikidata.org/entity/Q203704
person,Julius Heinrich Zimmermann,founded,company,Zimmermann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100432,http://www.wikidata.org/entity/Q203704
person,Bund Freier evangelischer Gemeinden in Deutschland,founded,company,Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1005088,http://www.wikidata.org/entity/Q1589571
person,Gabriel Wohlgemuth,founded,company,Bbg Berliner Baugenossenschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100523306,http://www.wikidata.org/entity/Q812774
person,Gabriel Wohlgemuth,founded,company,Bbg Berliner Baugenossenschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100523306,http://www.wikidata.org/entity/Q812774
person,Gabriel Wohlgemuth,founded,company,Bbg Berliner Baugenossenschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100523306,http://www.wikidata.org/entity/Q812774
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Hermann Berthold,founded,company,Berthold Type Foundry,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100623,http://www.wikidata.org/entity/Q318732
person,Guido Henkel,founded,company,Dragonware,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100713,http://www.wikidata.org/entity/Q123019764
person,Bernhard Christoph Breitkopf,founded,company,Breitkopf & Härtel,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100748,http://www.wikidata.org/entity/Q634246
person,Bernhard Christoph Breitkopf,founded,company,Breitkopf & Härtel,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100748,http://www.wikidata.org/entity/Q634246
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Carl Henschel,founded,company,Henschel & Sohn,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100771,http://www.wikidata.org/entity/Q163580
person,Gerald Hüther,founded,company,Academy for the Development of Human Potentials,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100836,http://www.wikidata.org/entity/Q116140772
person,Siegfried Rundel,founded,company,Musikverlag RUNDEL GmbH,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100890,http://www.wikidata.org/entity/Q64223675
person,Georg Nothelfer,founded,company,Galerie Georg Nothelfer,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100909352,http://www.wikidata.org/entity/Q1491915
person,Georg Nothelfer,founded,company,Galerie Georg Nothelfer,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100909352,http://www.wikidata.org/entity/Q1491915
person,Reinhard Schneider,ceo_of,company,Werner & Mertz,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100936937,http://www.wikidata.org/entity/Q872833
person,Reinhard Schneider,ceo_of,company,Werner & Mertz,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100936937,http://www.wikidata.org/entity/Q872833
person,Benedikt Schulz,founded,company,Schulz & Schulz Architekten,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100979872,http://www.wikidata.org/entity/Q2251737
person,Thomas Schäfer,ceo_of,company,Volkswagen,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100989426,http://www.wikidata.org/entity/Q246
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Michael Weber,founded,company,Schramm Film Koerner & Weber,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q100997646,http://www.wikidata.org/entity/Q55344655
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Günther Fielmann,founded,company,Fielmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101055,http://www.wikidata.org/entity/Q457822
person,Friedrich Adolf Richter,founded,company,Richter,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101176,http://www.wikidata.org/entity/Q15941401
person,Friedrich Adolf Richter,founded,company,Ankerwerk,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101176,http://www.wikidata.org/entity/Q557238
person,Franky Mulliez,founded,company,Kiloutou,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101252333,http://www.wikidata.org/entity/Q3196672
person,Franky Mulliez,founded,company,Kiloutou,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101252333,http://www.wikidata.org/entity/Q3196672
person,Jacob Mayer,founded,company,Bochumer Verein,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101277,http://www.wikidata.org/entity/Q889107
person,Florian Reinaud,founded,company,Concilio,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101437824,http://www.wikidata.org/entity/Q101437878
person,Theodor Koch,founded,company,Heckler & Koch,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101652,http://www.wikidata.org/entity/Q152815
person,Theodor Koch,founded,company,Heckler & Koch,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101652,http://www.wikidata.org/entity/Q152815
person,Theodor Koch,founded,company,Heckler & Koch,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101652,http://www.wikidata.org/entity/Q152815
person,Theodor Koch,founded,company,Heckler & Koch,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101652,http://www.wikidata.org/entity/Q152815
person,Pierre Corneille,founded,company,Théâtre populaire de la Mothe-Saint-Héray,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q101804618,http://www.wikidata.org/entity/Q101803159
person,Christophe Sousa,founded,company,Dooweet,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102231121,http://www.wikidata.org/entity/Q102226212
person,Christophe Sousa,ceo_of,company,Dooweet,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102231121,http://www.wikidata.org/entity/Q102226212
person,Hermann Noack,founded,company,Hermann Noack Hofphotograph,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102280933,http://www.wikidata.org/entity/Q114678673
person,Georges Costallat,founded,company,Costallat,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102316737,http://www.wikidata.org/entity/Q108146432
person,Stephan Kaufmann,ceo_of,company,Augmentation Industries,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102335153,http://www.wikidata.org/entity/Q16949389
person,Friedrich Grillo,founded,company,Gelsenkirchener Bergwerks-AG,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102367,http://www.wikidata.org/entity/Q1499819
person,Friedrich Grillo,founded,company,Gelsenkirchener Bergwerks-AG,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102367,http://www.wikidata.org/entity/Q1499819
person,Friedrich Grillo,founded,company,Aktiengesellschaft für chemische Industrie,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102367,http://www.wikidata.org/entity/Q47092780
person,Jarosław Kutyłowski,founded,company,Q131894787,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102406485,http://www.wikidata.org/entity/Q131894787
person,Jarosław Kutyłowski,ceo_of,company,Q131894787,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102406485,http://www.wikidata.org/entity/Q131894787
person,Tim Reichert,founded,company,SK Gaming,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102482,http://www.wikidata.org/entity/Q1358792
person,Ewald Schoeller,founded,company,Alesco,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102512494,http://www.wikidata.org/entity/Q2641022
person,Hermann Blohm,founded,company,Blohm+Voss,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102536,http://www.wikidata.org/entity/Q218715
person,Hermann Blohm,founded,company,Blohm+Voss,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102536,http://www.wikidata.org/entity/Q218715
person,Hermann Blohm,founded,company,Blohm+Voss,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102536,http://www.wikidata.org/entity/Q218715
person,Hermann Blohm,founded,company,Blohm+Voss,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102536,http://www.wikidata.org/entity/Q218715
person,Hermann Blohm,founded,company,Blohm+Voss,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102536,http://www.wikidata.org/entity/Q218715
person,Adolph Bleichert,founded,company,Adolf Bleichert & Co.,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102718,http://www.wikidata.org/entity/Q328885
person,Adolph Bleichert,founded,company,Adolf Bleichert & Co.,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q102718,http://www.wikidata.org/entity/Q328885
person,Carl Miele,founded,company,Miele,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103231,http://www.wikidata.org/entity/Q695230
person,Carl Miele,founded,company,Miele,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103231,http://www.wikidata.org/entity/Q695230
person,Paul Smaczny,founded,company,Accentus Music,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q10346303,http://www.wikidata.org/entity/Q85739571
person,Adolf Jandorf,founded,company,A. Jandorf & Co.,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103492,http://www.wikidata.org/entity/Q62579826
person,Rodolfo Crespi,founded,company,Q64520835,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q10363692,http://www.wikidata.org/entity/Q64520835
person,Carl Bolle,founded,company,Norddeutsche Eiswerke,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1036751,http://www.wikidata.org/entity/Q107140464
person,Carl Bolle,founded,company,Norddeutsche Eiswerke,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1036751,http://www.wikidata.org/entity/Q107140464
person,Carl Bolle,founded,company,Meierei Bolle,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1036751,http://www.wikidata.org/entity/Q1917712
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Bertelsmann,founded,company,Bertelsmann,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037050,http://www.wikidata.org/entity/Q156913
person,Carl Brendgen,founded,company,Hubertus Braunkohlen-Aktiengesellschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037146,http://www.wikidata.org/entity/Q68557515
person,Carl Brendgen,founded,company,Hubertus Braunkohlen-Aktiengesellschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037146,http://www.wikidata.org/entity/Q68557515
person,Carl Brendgen,founded,company,Hubertus Braunkohlen-Aktiengesellschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037146,http://www.wikidata.org/entity/Q68557515
person,Carl Brendgen,founded,company,Hubertus Braunkohlen-Aktiengesellschaft,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1037146,http://www.wikidata.org/entity/Q68557515
person,Volker Wertich,founded,company,Envision Entertainment,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103787,http://www.wikidata.org/entity/Q124285064
person,Volker Wertich,founded,company,EA Phenomic,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103787,http://www.wikidata.org/entity/Q573337
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Wilhelm Meister,founded,company,Hoechst,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038111,http://www.wikidata.org/entity/Q542511
person,Frank Delmas,founded,company,Delmas,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103820135,http://www.wikidata.org/entity/Q1184506
person,Frank Delmas,founded,company,Delmas,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103820135,http://www.wikidata.org/entity/Q1184506
person,Melissa Di Donato,ceo_of,company,SUSE,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103824349,http://www.wikidata.org/entity/Q14594782
person,Carl Heinrich Florenz Müller,founded,company,Valvo,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1038658,http://www.wikidata.org/entity/Q2509637
person,Carl Johann Freudenberg,founded,company,Freudenberg,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039036,http://www.wikidata.org/entity/Q2498443
person,Carl Johann Freudenberg,founded,company,Freudenberg,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039036,http://www.wikidata.org/entity/Q2498443
person,Carl Johann Freudenberg,founded,company,Freudenberg,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039036,http://www.wikidata.org/entity/Q2498443
person,Carl Johann Freudenberg,founded,company,Freudenberg,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039036,http://www.wikidata.org/entity/Q2498443
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Carl Julius Winter,founded,company,Wintershall Dea,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039127,http://www.wikidata.org/entity/Q567050
person,Anne-Marie Storme,founded,company,Le théâtre de l’instant,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103931691,http://www.wikidata.org/entity/Q103932270
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Laeisz,founded,company,Hamburg Süd,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039334,http://www.wikidata.org/entity/Q565050
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Carl Merck,founded,company,Merck KGaA,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1039749,http://www.wikidata.org/entity/Q156959
person,Rudolph Karstadt,founded,company,Karstadt,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103982,http://www.wikidata.org/entity/Q182910
person,Rudolph Karstadt,founded,company,Karstadt,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q103982,http://www.wikidata.org/entity/Q182910
person,Karl Philipp Heinrich Pistor,founded,company,Pistor & Martins,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1040068,http://www.wikidata.org/entity/Q133269436
person,Carl Schütte,founded,company,German-American Petroleum Company,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1040568,http://www.wikidata.org/entity/Q1201722
person,Carl Schütte,founded,company,German-American Petroleum Company,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1040568,http://www.wikidata.org/entity/Q1201722
person,Carl Schütte,founded,company,German-American Petroleum Company,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1040568,http://www.wikidata.org/entity/Q1201722
person,Carl Schütte,founded,company,German-American Petroleum Company,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q1040568,http://www.wikidata.org/entity/Q1201722
person,Robert Mayr,ceo_of,company,DATEV,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q104067456,http://www.wikidata.org/entity/Q1151743
person,Robert Mayr,ceo_of,company,DATEV,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q104067456,http://www.wikidata.org/entity/Q1151743
person,Robert Mayr,ceo_of,company,DATEV,Wikidata statement,Wikidata statement,0.95,wikidata,http://www.wikidata.org/entity/Q104067456,http://www.wikidata.org/entity/Q1151743
